Date,FibonacciLevels,PBDT,RSI,macd,Volume,EPS (Rs),CI
2018-04-09,322.2786612041496,121.89,65.84877519673667,71.75348703199597,1204038,2.01,40.378456025775336
2018-04-10,317.4064061473749,121.89,64.74716689893377,86.41607267404652,768086,2.01,40.08217344233773
2018-04-11,318.1159533300801,121.89,65.68267797759445,99.1303930397662,1244627,2.01,38.68614914430122
2018-04-12,324.0288384479025,121.89,59.90426579240363,100.49815513994872,763270,2.01,38.94229331013731
2018-04-13,321.14334687560483,121.89,55.58089007211319,94.2964473073007,701414,2.01,38.99763918839814
2018-04-16,321.3798917225648,121.89,59.77700881312328,96.58812740143912,669176,2.01,42.08784244755285
2018-04-17,323.1773515840092,121.89,55.99923796928296,91.82862370851036,806533,2.01,51.411733808212006
2018-04-18,328.75924714332405,121.89,54.00624515647844,84.09577814828299,2552706,2.01,53.76144721898292
2018-04-19,336.8953609198385,121.89,51.76685329369772,73.74096150539117,2551633,2.01,65.76058308745247
2018-04-20,334.0098606151683,121.89,49.13243077998941,60.77985889408956,550428,2.01,65.332110804692
2018-04-23,334.67214021666285,121.89,51.15832493783175,52.96594330310836,993987,2.01,67.35887944838903
2018-04-24,336.4696651351628,121.89,51.14739542235166,46.22521610016702,740202,2.01,69.44659899690635
2018-04-25,336.8953892359317,121.89,44.448426282079744,30.51724093575285,613774,2.01,59.36526160582824
2018-04-26,335.8546789018423,121.89,45.15335262651347,18.764758004250325,1573999,2.01,56.98146601217328
2018-04-27,339.16599013610613,121.89,38.00518508325269,-3.072803322473192,1367950,2.01,44.40392846830844
2018-04-30,347.2075575370777,121.89,39.98753266821036,-17.741359309820837,917470,2.01,44.18565457565406
2018-05-02,347.72792186125,121.89,37.13659702281703,-34.394595482986915,4642509,2.01,47.8618619612058
2018-05-03,348.6739112092374,121.89,37.91141034485922,-46.17839134321184,875515,2.01,48.2991376354157
2018-05-04,347.20752282390964,121.89,34.77700282036794,-60.80309704816682,1086906,2.01,47.39237987610908
2018-05-07,347.0183521258041,121.89,39.32801878458143,-66.58206462129965,1158622,2.01,47.086079597589176
2018-05-08,348.72125006933,121.89,41.44399911983344,-67.953139262685,1266845,2.01,48.00373575719191
2018-05-09,345.55196221285286,121.89,38.812935535414894,-72.58073942459305,729600,2.01,50.9293804457279
2018-05-10,347.2548761750678,121.89,38.19745735748948,-76.39919756014024,1061262,2.01,54.08387619732519
2018-05-11,344.9370211261624,121.89,41.57448772941797,-75.06797509798889,919285,2.01,54.26714755130195
2018-05-14,346.11961094608006,121.89,39.36280700839726,-76.46580420416103,784431,2.01,54.36787201589738
2018-05-15,348.5319882161613,121.89,40.89560750302466,-75.19742129783845,1782317,2.01,53.35005839485961
2018-05-16,347.25487995328865,121.89,39.207616479150175,-75.70654349319375,1962889,2.01,53.367806377355805
2018-05-17,349.6673760286256,121.89,39.372735137778434,-75.09808887709733,1228856,2.01,53.5323154244488
2018-05-18,347.3022007260732,121.89,30.58579761176155,-87.96643213760944,893157,2.01,52.739935158155525
2018-05-21,350.1404083332317,121.89,27.648796501246764,-103.32248225147124,1435221,2.01,37.49101868656071
2018-05-22,346.2614622537397,121.89,37.935696412825344,-104.11629909386828,1474387,2.01,48.13237478545196
2018-05-23,346.8291173548013,121.89,35.34540783447699,-108.3665619080657,1568630,2.01,47.47996045628973
2018-05-24,347.01841475848863,121.89,32.11062400604787,-117.05778611931235,1137318,2.01,46.85759618727929
2018-05-25,350.5187708119322,121.89,41.28658373819739,-112.0736672122348,1559715,2.01,46.42579638189969
2018-05-28,355.3437435719636,121.89,49.8483033221777,-94.6241657178034,1349683,2.01,46.926393486286166
2018-05-29,355.0126055886073,121.89,50.12044623018437,-79.44836164347362,1483955,2.01,43.77362736026647
2018-05-30,359.6010414382043,121.89,44.26648790537717,-76.29795733930041,2348568,2.01,43.83396411869767
2018-05-31,360.2160129869696,121.89,42.13323585309399,-76.84254455296104,3223114,2.01,44.028457749045934
2018-06-01,371.14310037943824,121.89,54.6652142366672,-55.71447491063736,1733390,2.01,44.09188239482802
2018-06-04,368.3049247992183,121.89,52.02967960291804,-43.01752951881281,926051,2.01,44.69050047081793
2018-06-05,366.0816796456385,121.89,54.45659613900526,-27.969987831982507,790381,2.01,45.54681572143522
2018-06-06,364.9936915932938,121.89,55.72920318234095,-13.42982131786266,1852078,2.01,44.94826508493244
2018-06-07,364.23683086466446,121.89,58.42715121993614,3.3600297730336024,2017889,2.01,41.96630635216359
2018-06-08,363.7637189222151,121.89,59.25008564198576,18.09008504270423,1416758,2.01,48.42680453704431
2018-06-11,368.02111497098144,121.89,62.63856559600041,36.290813362471454,2111468,2.01,44.3222923468518
2018-06-12,368.16298064193626,121.89,62.273874930676,49.68804316157912,890594,2.01,43.56759102423565
2018-06-13,364.6625482824235,121.89,59.16691422722297,55.857541265873806,1387211,2.01,42.29415483969801
2018-06-14,361.3986270165837,121.89,58.57133100950985,59.34292392575298,655966,2.01,49.68058749400894
2018-06-15,360.4525300013984,121.89,58.13981877644819,60.91008455114752,1370715,2.01,49.557303945835535
2018-06-18,361.7770009835083,121.89,59.2436918143518,63.10723534182944,1639574,2.01,49.28426570978273
2018-06-19,356.952098365995,121.89,51.78359214597654,55.67108869245749,1043988,2.01,48.94334122447889
2018-06-20,357.75622112553737,121.89,56.35897262255686,55.73447990799104,1215628,2.01,53.692891652568285
2018-06-21,359.3172223589551,121.89,51.15851114374909,48.65948919115544,1033023,2.01,60.12673189245771
2018-06-22,360.5471525768591,121.89,51.823945380976895,43.46391334316286,569600,2.01,59.04433314815083
2018-06-25,361.77700122171177,121.89,47.05234597579536,32.66345942843327,645746,2.01,68.17070525667819
2018-06-26,362.91228784804855,121.89,54.648617321994806,34.3609605630063,804351,2.01,63.67673350406836
2018-06-27,375.0220081097123,121.89,52.70334339457831,32.78339708652675,2173065,2.01,62.8752150909621
2018-06-28,374.1705364272514,121.89,45.93675676856662,21.506123811946964,2014384,2.01,60.86525418677467
2018-06-29,371.7107117149775,121.89,48.95441342788648,16.559071758507343,1551244,2.01,60.6349099723811
2018-07-02,370.3389359667549,88.68,48.70913050637578,12.148192640330308,2244408,1.31,60.43605711918421
2018-07-03,366.60202750143407,88.68,56.63587577705493,20.284715085317657,1893774,1.31,65.33426936876944
2018-07-04,368.0261575584696,88.68,65.72838212961784,45.12809373426171,2452019,1.31,47.0828494690716
2018-07-05,370.7509837947935,88.68,69.29211188383563,73.68866496936971,2379568,1.31,38.23491400474901
2018-07-06,369.1482704942341,88.68,67.52226239823892,92.9759137009296,2777742,1.31,37.89160697199685
2018-07-09,368.4684211293885,88.68,69.16956369314016,111.397076172796,1796707,1.31,38.15663243893795
2018-07-10,369.58536421563537,88.68,73.15690741320105,136.44305231260296,2008710,1.31,32.45097716591396
2018-07-11,371.4794368974996,88.68,64.70986964553276,143.3740534107401,4187393,1.31,33.43321656420516
2018-07-12,365.1658597374417,88.68,62.70073762452794,144.30050736613885,2464624,1.31,34.58234731643631
