Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-03-04,157.68561378510802,159.97422936979754,155.94627152818438,159.3334197998047,1043201,0.0,0
2014-03-05,159.37916201900117,162.0797250579818,156.72436010739128,157.1820831298828,1298495,0.0,0
2014-03-06,158.18910343710508,158.64682652924452,156.35821106854738,158.23487854003906,1274906,0.0,0
2014-03-07,159.28757831414356,159.28757831414356,156.72432713376014,157.04473876953125,477872,0.0,0
2014-03-10,156.724353711617,158.50947063276553,156.54126730381157,158.28060913085938,1259513,0.0,0
2014-03-11,158.37216554013364,160.20305762730283,157.3194081774506,159.9284210205078,752182,0.0,0
2014-03-12,159.9283749687982,162.40007578102558,157.63976051884805,158.55520629882812,1895804,0.0,0
2014-03-13,161.11849088980145,161.11849088980145,156.54126103497754,157.27362060546875,838177,0.0,0
2014-03-14,157.45673464364478,159.56226354015757,156.587063612298,159.24185180664062,1071159,0.0,0
2014-03-18,158.46371804170496,162.26281359051754,158.37216784857281,162.07972717285156,1267363,0.0,0
2014-03-19,162.85784912109375,164.5972050230297,160.9354207687625,162.85784912109375,1458065,0.0,0
2014-03-20,162.49165475066474,164.32254663517926,161.85084538480396,163.9105987548828,636364,0.0,0
2014-03-21,163.91060129694193,166.42807767719248,163.91060129694193,164.7344970703125,1337111,0.0,0
2014-03-24,163.49867365541476,165.69573863551815,162.99517552329985,164.27679443359375,931333,0.0,0
2014-03-25,164.7802838412198,165.23800685188988,159.37915790275227,161.11849975585938,2196893,0.0,0
2014-03-26,161.11850726228806,163.86484545425887,160.93542084320967,162.1712646484375,1089569,0.0,0
2014-03-27,162.26281476721468,164.27679331334195,161.98817815442496,162.85784912109375,1235221,0.0,0
2014-03-28,163.04091399909453,165.6499263308695,162.9951389121661,163.95635986328125,1309993,0.0,0
2014-03-31,163.86483506832522,165.69572708026183,162.8120777489007,164.45986938476562,558194,0.0,0
2014-04-01,165.69570718874866,173.3396860083751,163.59017883406747,172.4242401123047,2052941,0.0,0
2014-04-02,173.88899242739652,173.88899242739652,166.65697347023612,166.93161010742188,1165376,0.0,0
2014-04-03,167.5266163867453,169.5863698669102,166.88580698663566,168.4420623779297,634893,0.0,0
2014-04-04,169.35750194412833,169.35750194412833,164.45986048965673,164.7344970703125,776792,0.0,0
2014-04-07,164.78031335149865,168.62518453598022,164.00217850656534,167.984375,779222,0.0,0
2014-04-09,167.61817170392658,167.89279433481,165.51264306603488,167.29776000976562,563299,0.0,0
2014-04-10,166.70275388791495,167.89282273934253,165.37534576061486,165.83306884765625,594536,0.0,0
2014-04-11,165.87880322026237,167.80124530124056,163.59018834700103,164.00213623046875,1003952,0.0,0
2014-04-15,164.0479202487328,164.64296852931977,162.07971693806198,163.68174743652344,522375,0.0,0
2014-04-16,163.04093928207044,165.60417692440168,163.04093928207044,163.77328491210938,1473922,0.0,0
2014-04-17,163.95637384571498,164.68871942464355,162.94937772179335,163.9105987548828,812604,0.0,0
2014-04-21,163.86483513226884,165.28377923579288,162.49166612278054,163.08670043945312,677877,0.0,0
2014-04-22,162.12548197692402,164.96335601703888,162.12548197692402,164.59718322753906,1683550,0.0,0
2014-04-23,164.87180565222062,165.5583900500473,162.17122917922603,163.269775390625,1285621,0.0,0
2014-04-24,163.269775390625,163.269775390625,163.269775390625,163.269775390625,0,0.0,0
2014-04-25,162.58321503129793,165.00914134152916,162.1254920317375,163.68174743652344,1039852,0.0,0
2014-04-28,162.9493991121266,166.93159507112637,162.9493991121266,164.87184143066406,1071098,0.0,0
2014-04-29,166.51961648548914,166.88580325493302,161.667764015581,162.76629638671875,2354552,0.0,0
2014-04-30,164.45987705566054,166.06190764082848,162.7663102467847,164.0937042236328,2000023,0.0,0
2014-05-02,164.78026327908287,166.6111550932949,164.32254032552987,165.00912475585938,865428,0.0,0
2014-05-05,166.10770328153924,166.70275166792882,162.94941681673268,164.3225860595703,730677,0.0,0
2014-05-06,164.4599063756464,165.64998924480219,163.63601037240045,164.04795837402344,367428,0.0,0
2014-05-07,163.40709429108696,164.4598514960001,162.30856199713497,162.94937133789062,795337,0.0,0
2014-05-08,163.4071133300087,165.23800535611525,163.22402692111757,164.50564575195312,1563120,0.0,0
2014-05-09,164.32254792498293,165.42108027059498,163.86482495026155,164.64295959472656,1146921,0.0,0
2014-05-12,164.0021212748505,167.29773197925343,164.0021212748505,166.70269775390625,820434,0.0,0
2014-05-13,167.16046558598202,175.17061906345873,167.16046558598202,172.8820037841797,2299852,0.0,0
2014-05-14,174.85019311578444,175.2163659432474,170.73068594813506,173.6601104736328,1427766,0.0,0
2014-05-15,173.01927944077048,174.85017128670455,170.41025297287592,171.96652221679688,1217072,0.0,0
2014-05-16,173.01927122005748,175.7198337707784,165.32953141993758,166.15342712402344,2079289,0.0,0
2014-05-19,167.5266268412272,167.5266268412272,162.445898479372,164.78028869628906,2616191,0.0,0
2014-05-20,164.45983054342375,168.21316386888833,163.8647963675157,167.48080444335938,2862062,0.0,0
2014-05-21,167.52663282512432,169.26597479160694,165.6041904675605,168.48785400390625,680501,0.0,0
2014-05-22,169.35749944526614,170.13563408421,168.57936480632225,169.4032745361328,1127905,0.0,0
2014-05-23,170.27296729012062,171.14263825406553,167.25199249609236,167.6639404296875,1539868,0.0,0
2014-05-26,170.91376524213902,170.91376524213902,162.94938784350728,163.68174743652344,3044376,0.0,0
2014-05-27,164.23100662817544,166.153448813456,162.400114630231,164.3683319091797,772072,0.0,0
2014-05-28,164.0479164002588,165.97035854075207,163.95638018365256,165.55841064453125,784252,0.0,0
2014-05-29,164.82606648335627,165.60418725596668,162.9493992599573,163.49867248535156,1159851,0.0,0
2014-05-30,163.49867274899444,175.76564442899536,163.49867274899444,172.51580810546875,7751533,0.0,0
2014-06-02,171.18839002011427,171.8291993815505,167.5266062763685,168.67091369628906,707384,0.0,0
2014-06-03,168.94557183249253,170.59337752119885,167.984350683364,169.6321563720703,756604,0.0,0
2014-06-04,169.81525437080745,170.5476140566925,168.4420851979977,168.80825805664062,780096,0.0,0
2014-06-05,169.3575306666503,173.43126307004718,168.21322302701077,172.8820037841797,1065738,0.0,0
2014-06-06,174.85020195008676,175.76564803359506,172.10386369956183,174.712890625,2834445,0.0,0
2014-06-09,177.04725284426027,177.04725284426027,172.65312316871353,173.43124389648438,1824714,0.0,0
2014-06-10,173.9347456553002,177.32189317171017,170.73068455112363,175.67408752441406,1467347,0.0,0
2014-06-11,176.68109815623438,176.68109815623438,172.37850425910287,173.52281188964844,574316,0.0,0
2014-06-12,175.30791213791093,177.093029076144,172.83621068738836,176.22335815429688,1167626,0.0,0
2014-06-13,176.22333374308624,179.38161926839902,171.78341559121174,173.06504821777344,1769039,0.0,0
2014-06-16,173.2023825006549,173.9347421032301,169.54059845637636,171.37149047851562,1098489,0.0,0
2014-06-17,171.6919122346472,173.4312541702031,170.59337975068564,172.51580810546875,566582,0.0,0
2014-06-18,171.73768349361688,176.22336352313005,171.73768349361688,173.01930236816406,851831,0.0,0
2014-06-19,172.69886285650628,174.85016630158188,172.69886285650628,174.48399353027344,519824,0.0,0
2014-06-20,174.75865713830922,175.17061906345873,171.92078257316265,172.8820037841797,585533,0.0,0
2014-06-23,173.01927686912242,173.93472277848286,171.18838505040156,171.87496948242188,675032,0.0,0
2014-06-24,171.87497580397925,172.56156026125214,168.80822630738842,170.08985900878906,1227539,0.0,0
2014-06-25,170.50183872928676,171.73769657060313,169.49484241646607,170.18142700195312,692152,0.0,0
2014-06-26,170.18140415288002,171.87498482380246,168.44206235728177,169.12864685058594,1455237,0.0,0
2014-06-27,170.27916858341277,172.53421422329697,170.27916858341277,171.24562072753906,522321,1.0,0
2014-06-30,170.96951212565105,173.27058227539064,170.96951212565105,172.58026123046875,653149,0.0,0
2014-07-01,172.9484511637129,173.22458242944612,171.42975026910955,172.1200714111328,398880,0.0,0
2014-07-02,173.0404662765207,173.0404662765207,171.29165867136007,171.61380004882812,378860,0.0,0
2014-07-03,169.81897294521332,177.366480044966,169.81897294521332,176.72218322753906,1738431,0.0,0
2014-07-04,176.86024290749546,177.4125053513388,174.92735244327855,176.169921875,871419,0.0,0
2014-07-07,176.7222028165372,178.37897627686598,175.15747778802287,177.91876220703125,1024039,0.0,0
2014-07-08,177.6426023012632,181.50839705537254,176.16991189749936,177.18238830566406,1989028,0.0,0
2014-07-09,178.10280307397232,180.08171749028136,176.30797143331276,179.2993621826172,870430,0.0,0
2014-07-10,179.4834774056661,180.17379847261097,175.89381347539998,178.56304931640625,851410,0.0,0
2014-07-11,177.68864544053304,182.15271324667236,177.5045626316047,178.56304931640625,1199010,0.0,0
2014-07-14,178.5630400929595,178.83917131439787,174.23703110581644,175.11143493652344,1120496,0.0,0
2014-07-15,175.80171902093463,179.66751317477576,175.80171902093463,179.11526489257812,2286799,0.0,0
2014-07-16,178.56305929112742,180.95617807473232,178.4710108592123,178.9772491455078,509654,0.0,0
2014-07-17,179.57553744816857,180.726072634165,178.10284679224557,178.6090850830078,1220098,0.0,0
2014-07-18,178.14887100860923,179.85165465711253,177.68865693421066,178.6090850830078,1364644,0.0,0
2014-07-21,180.21982268599757,180.21982268599757,178.2408938673181,178.56304931640625,905362,0.0,0
2014-07-22,177.8266645884574,178.93117524162994,176.353988399099,177.5965576171875,1197768,0.0,0
2014-07-23,178.01076425682388,179.20732342995123,177.13636049190566,178.6550750732422,705350,0.0,0
2014-07-24,179.39139950023105,179.98968608670677,177.7346404475063,179.4374237060547,859108,0.0,0
2014-07-25,179.48346324963575,184.3617345468826,179.02324924130335,183.71743774414062,1326094,0.0,0
2014-07-28,184.08559537144149,185.0060233482987,177.504540954759,182.19871520996094,1665654,0.0,0
2014-07-30,182.61291428856492,186.5247333893827,181.23227225298217,184.22366333007812,1755451,0.0,0
2014-07-31,184.45378978229581,192.1853944234442,184.08562415183954,190.75872802734375,3461133,0.0,0
2014-08-01,187.90538600931205,190.75871866141927,185.9264712646885,186.24862670898438,1021825,0.0,0
2014-08-04,186.57075871301302,188.64172177874738,186.3866759160934,187.95140075683594,687937,0.0,0
2014-08-05,187.7673184053712,188.59569801578334,186.01851076356022,186.70883178710938,706491,0.0,0
2014-08-06,185.46625302936758,193.15183290426282,185.46625302936758,188.96388244628906,1256099,0.0,0
2014-08-07,189.19399217059367,190.57463427247887,186.01851814518122,186.61679077148438,470500,0.0,0
2014-08-08,185.650342777405,190.1144246277445,185.51228418187617,189.24002075195312,910967,0.0,0
2014-08-11,189.70023041687512,190.9888240941209,185.60431427892146,186.61679077148438,837869,0.0,0
2014-08-12,188.6417403244363,190.48259656384457,186.8929325148459,189.7002410888672,531380,0.0,0
2014-08-13,188.77978023146989,196.51136947834522,188.68773181761486,194.34835815429688,1331510,0.0,0
2014-08-14,196.97160030458755,203.32254815450537,196.97160030458755,200.56126403808594,4258292,0.0,0
2014-08-18,201.57371162568163,206.3599339329848,199.68683160747707,205.71563720703125,2590372,0.0,0
2014-08-19,207.09630009343851,211.422308886467,206.17587209302323,207.78662109375,2696691,0.0,0
2014-08-20,211.6984434369372,211.6984434369372,201.66578369190304,202.40211486816406,1688939,0.0,0
2014-08-21,203.41459138417636,207.09630344542842,203.09243596097002,206.68211364746094,975891,0.0,0
2014-08-22,207.09629403929335,207.92467359760403,203.41458214526148,204.65716552734375,1636354,0.0,0
2014-08-25,203.9668567028654,208.7991038517659,202.5862146603224,205.3935089111328,1880577,0.0,0
2014-08-26,207.6485735890198,210.7780233395327,205.71566906718581,209.07522583007812,3448143,0.0,0
2014-08-27,211.60639769931208,216.80682447641703,209.16726904664796,213.7694091796875,4395674,0.0,0
2014-08-28,215.56424443226,216.53069668440824,209.39737936536824,214.09156799316406,20796049,0.0,0
2014-09-01,213.90746095366777,215.84036536583534,208.84510696854156,209.39736938476562,2159952,0.0,0
2014-09-02,209.85760766924216,211.6524396627528,207.83266864977838,208.9371795654297,1831050,0.0,0
2014-09-03,208.9831795949059,211.65241516921668,208.3848929698937,209.39736938476562,1744337,0.0,0
2014-09-04,209.71952551246875,211.422308886467,206.8201688843906,207.78662109375,2848618,0.0,0
2014-09-05,207.09629565213632,209.39736560382673,206.8201644490102,208.0167236328125,2005780,0.0,0
2014-09-08,208.29284443936618,211.05412824357,207.9246648387029,208.8450927734375,1610332,0.0,0
2014-09-09,209.21325807385696,212.84894535862733,208.93712690338768,210.08766174316406,1999282,0.0,0
2014-09-10,210.0877144557379,211.6984636355738,207.46448874501502,207.87869262695312,1541079,0.0,0
2014-09-11,208.01675785810764,209.85761412233867,205.85374612978868,207.97073364257812,1924479,0.0,0
2014-09-12,207.46448998981094,208.7991219825203,205.3014923621099,205.89976501464844,1748182,0.0,0
2014-09-15,211.65241474525436,211.65241474525436,205.5315741933455,206.91221618652344,1370760,0.0,0
2014-09-16,208.01673296525863,208.4309227662218,202.54018904345952,203.4606170654297,1225510,0.0,0
2014-09-17,205.16340157902286,207.7866270735457,203.59867674220973,204.33502197265625,1362696,0.0,0
2014-09-18,204.1969911482732,207.0963342093566,203.64472863920065,205.25547790527344,782865,0.0,0
2014-09-19,206.36620548285418,210.6240472311134,206.0422481670049,206.78273010253906,3553915,1.25,0
2014-09-22,206.41248313878293,208.81909173072307,205.81083805269148,207.5695037841797,1273534,0.0,0
2014-09-23,208.9116529524622,209.55958171407616,203.1728331550719,204.09844970703125,1197250,0.0,0
2014-09-24,204.51496027393983,208.81908541899233,203.8207479076849,208.171142578125,813713,0.0,0
2014-09-25,210.3000543821729,211.04055036610947,206.55130493907032,208.81907653808594,2304559,0.0,0
2014-09-26,208.7265336873145,212.24387943008443,206.36620864125913,207.10670471191406,1494885,0.0,0
2014-09-29,206.13480416264565,208.58769650991616,199.7480555768079,203.913330078125,1034061,0.0,0
2014-09-30,203.8670513143165,209.05050980088134,203.8670513143165,205.62571716308594,1633386,0.0,0
2014-10-01,206.45875789808025,207.6157784936492,204.0521494097822,204.65380859375,869561,0.0,0
2014-10-07,205.53313824529022,206.31990376384638,198.82241889469861,199.70175170898438,1291157,0.0,0
2014-10-08,199.93313757028545,203.12651124838717,199.28520893069432,200.62734985351562,847174,0.0,0
2014-10-09,200.2571233489715,202.38602987156847,200.2571233489715,200.81248474121094,450841,0.0,0
2014-10-10,199.28521811555305,200.2571181816262,198.91496307316123,199.10009765625,467128,0.0,0
2014-10-13,199.10012521649247,199.3315293535996,193.6852627586705,195.2125244140625,797557,0.0,0
2014-10-14,195.76788024902342,198.77613372802733,193.96293098637832,194.37945556640625,873465,0.0,0
2014-10-15,194.37945556640625,194.37945556640625,194.37945556640625,194.37945556640625,0,0.0,0
2014-10-16,193.9166265109925,197.94306330763203,191.60258562183986,192.48191833496094,1471902,0.0,0
2014-10-17,192.71335253282308,193.4538485578017,189.93650303199337,190.5381622314453,957790,0.0,0
2014-10-20,192.38940193194193,193.68525942794247,190.26048108240897,190.63072204589844,512415,0.0,0
2014-10-21,192.9910133416967,195.0273665330152,190.9083765070741,193.87034606933594,1131259,0.0,0
2014-10-22,195.30506917057102,200.99760463669173,194.65714048623155,198.8686981201172,1100608,0.0,0
2014-10-27,201.78435686971255,203.1727813435867,181.92988971806875,193.8240509033203,9997427,0.0,0
2014-10-28,190.35304840305676,198.5910446286933,190.35304840305676,197.57286071777344,2353883,0.0,0
2014-10-29,196.2306832094019,202.24719000591656,196.2306832094019,201.73809814453125,2025504,0.0,0
2014-10-30,199.8868398996037,206.8752458851335,199.19262766508984,203.82070922851562,2289875,0.0,0
2014-10-31,205.07033143237965,211.96617129833228,202.3397656749095,209.65213012695312,1386452,0.0,0
2014-11-03,211.27198928234873,215.43726398890107,205.20919771805376,213.21578979492188,3803830,0.0,0
2014-11-05,210.25376905419503,211.73476101022908,207.10667880235522,209.18931579589844,2248286,0.0,0
2014-11-07,208.49513983974958,213.35462700582588,208.49513983974958,210.90174865722656,740240,0.0,0
2014-11-10,211.0405817777799,213.77114788391896,209.1430649501957,209.6984405517578,407307,0.0,0
2014-11-11,209.28186190672292,212.6140722848447,208.68020280632572,212.10498046875,440509,0.0,0
2014-11-12,211.87363657237282,218.35295284827154,211.17942411424082,216.73312377929688,1148592,0.0,0
2014-11-13,215.90003982997465,218.76945651259925,212.29014127654426,214.83558654785156,798558,0.0,0
2014-11-14,214.83560033071078,215.85377003028296,213.0306368144111,214.14138793945312,468791,0.0,0
2014-11-17,210.11493677197936,218.4454849259345,209.88353265659174,218.21408081054688,871309,0.0,0
2014-11-18,218.44548510128195,219.8339097947223,213.63228232211267,214.83558654785156,553970,0.0,0
2014-11-19,213.44718073512504,221.2223540566383,213.44718073512504,214.78932189941406,915004,0.0,0
2014-11-20,214.78929588884196,218.3529106780771,210.80914240614226,217.93638610839844,725099,0.0,0
2014-11-21,216.5942905863622,218.1678360265481,212.75298723616237,213.49346923828125,959507,0.0,0
