Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,PrevYear,Revenue,Other Income,Total Income,Expenditure,Operating Profit,Interest,PBDT,Depreciation,PBT,Tax,Net Profit,EPS (Rs),RSI,stockRSI,macd_strength,macd,macd_h,ema,CI,Bollinger_centralBand,Bollinger_upperBand,Bollinger_lowerband,Unnamed: 0,Open_fib,High_fib,Low_fib,Close_fib,Volume_fib,Dividends_fib,Stock Splits_fib,SwingHigh,SwingLow,Trend,AdjSwingHigh,AdjSwingLow,level_0,level_38,level_50,level_61,level_78,level_100,level_127,level_161,level_261,val,diff,FibonacciLevels,LeadingClose,LeadingFibonacciLevel
2016-01-01,257.77787163543337,260.0623752981789,257.125140042453,257.7312316894531,124367,0.0,0,2016,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,54.508074332715466,0.4135273923281011,4334.907936997252,16.100487869473,-4318.807449127779,4321.740122411462,59.56505853740498,4337.433384486607,4381.3559881393385,4293.510780833875,447,257.7778411123327,260.06234450457345,257.1251095966413,257.731201171875,124367,0.0,0,261.0880660057674,254.84058742973,1,265.2841200021284,244.21062995466292,244.21062995466292,252.26070315279475,254.74737497839567,257.2340468039966,260.7743931319708,265.2841200021284,270.9739623149441,278.3075368514621,299.3810268989276,260.06234450457345,21.07349004746547,257.1251095966413,258.1974792480469,262.02052976709325
2016-01-04,257.5913875568292,262.0205607365394,256.8920444231907,258.1974792480469,554107,0.0,0,2016,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,48.30872951803563,0.1765693199139926,4327.524689441552,12.228002922472117,-4315.29668651908,4319.581174848488,77.61480130434734,4337.691476004465,4380.553932054148,4294.829019954781,448,257.59135711088794,262.02052976709325,256.8920140599081,258.19744873046875,554107,0.0,0,262.02052976709325,232.1818677113813,-1,262.02052976709325,232.1818677113813,262.02052976709325,250.6221608618113,247.10119873923728,243.58023661666329,238.56734139130367,232.1818677113813,224.12542895633908,213.7415745609513,183.90291250523936,256.8920140599081,29.83866205571195,262.02052976709325,257.3116455078125,260.6218580830383
2016-01-05,258.19746301425306,260.6218580830383,255.40009065558,257.3116455078125,629235,0.0,0,2016,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,46.946989532955946,0.1245194192164841,4319.047192959491,8.02922470775593,-4311.017968251736,4316.44990504692,74.91717027622276,4334.136021205357,4385.421421064651,4282.850621346062,449,258.19746301425306,260.6218580830383,255.40009065558,257.3116455078125,629235,0.0,0,262.02052976709325,232.1818677113813,-1,262.02052976709325,232.1818677113813,262.02052976709325,250.6221608618113,247.10119873923728,243.58023661666329,238.56734139130367,232.1818677113813,224.12542895633908,213.7415745609513,183.90291250523936,255.40009065558,29.83866205571195,260.6218580830383,257.26495361328125,261.92727100694
2016-01-06,257.6379308278558,261.9272399363068,255.7730162986456,257.26495361328125,750275,0.0,0,2016,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,39.42152069064871,-0.1631272021914668,4296.098105930094,-1.8003293834208307,-4297.898435313515,4306.2546189347,55.81537761102145,4324.84685407366,4411.132558627946,4238.561149519374,450,257.6379613896776,261.92727100694,255.7730466392454,257.2649841308594,750275,0.0,0,262.02052976709325,232.1818677113813,-1,262.02052976709325,232.1818677113813,262.02052976709325,250.6221608618113,247.10119873923728,243.58023661666329,238.56734139130367,232.1818677113813,224.12542895633908,213.7415745609513,183.90291250523936,255.7730466392454,29.83866205571195,261.92727100694,249.6189117431641,256.4258095137776
2016-01-07,256.4258408635482,256.4258408635482,247.9871109376688,249.6189117431641,910959,0.0,0,2016,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,27.633197237228543,-0.6137132699162272,4237.786492556576,-25.41643816558553,-4263.202930722161,4278.8260207645,30.48525611227621,4298.115513392857,4485.30597182312,4110.925054962594,451,256.4258095137776,256.4258095137776,247.9870806195892,249.618881225586,910959,0.0,0,262.02052976709325,232.1818677113813,-1,262.02052976709325,232.1818677113813,262.02052976709325,250.6221608618113,247.10119873923728,243.58023661666329,238.56734139130367,232.1818677113813,224.12542895633908,213.7415745609513,183.90291250523936,247.9870806195892,29.83866205571195,256.4258095137776,250.87765502929688,253.53517976215068
2016-01-08,250.59792918855337,253.5351643417276,249.89858613035275,250.87765502929688,579211,0.0,0,2016,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,25.57691921204882,-0.6923105558810733,4181.163129592136,-47.60770391948972,-4228.770833511626,4249.357262307216,28.55007722812528,4270.925066266741,4531.161684257377,4010.688448276105,452,250.59794443032905,253.53517976215068,249.89860132959325,250.877670288086,579211,0.0,0,262.02052976709325,232.1818677113813,-1,262.02052976709325,232.1818677113813,262.02052976709325,250.6221608618113,247.10119873923728,243.58023661666329,238.56734139130367,232.1818677113813,224.12542895633908,213.7415745609513,183.90291250523936,249.89860132959325,29.83866205571195,253.53517976215068,245.3295745849609,249.4789623632996
2016-01-11,248.9661531532336,249.4789933970413,243.97749982387552,245.3295745849609,1259036,0.0,0,2016,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,31.528646055116468,-0.46481720578881,4146.683042736209,-60.13637279259001,-4206.819415528799,4227.48502894406,23.06318255230976,4246.348475864956,4536.528166149286,3956.168785580625,453,248.96612218328616,249.4789623632996,243.9774694744877,245.3295440673828,1259036,0.0,0,262.02052976709325,232.1818677113813,-1,262.02052976709325,232.1818677113813,262.02052976709325,250.6221608618113,247.10119873923728,243.58023661666329,238.56734139130367,232.1818677113813,224.12542895633908,213.7415745609513,183.90291250523936,243.9774694744877,29.83866205571195,249.4789623632996,237.6833648681641,246.1687637674807
2016-01-12,246.1687321604159,246.1687321604159,236.0981902718559,237.6833648681641,1520863,0.0,0,2016,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,31.369303099172555,-0.4709077848454592,4118.460887313968,-69.52147387573041,-4187.982361189698,4207.3111413696,23.553366902224205,4223.011771065848,4535.139604141908,3910.883937989788,454,246.1687637674807,246.1687637674807,236.09822058590404,237.6833953857422,1520863,0.0,0,262.02052976709325,232.1818677113813,-1,262.02052976709325,232.1818677113813,262.02052976709325,250.6221608618113,247.10119873923728,243.58023661666329,238.56734139130367,232.1818677113813,224.12542895633908,213.7415745609513,183.90291250523936,236.09822058590404,29.83866205571195,246.1687637674807,239.5017242431641,240.4807319905204
2016-01-13,238.5692667054888,240.4807932751848,232.181926881144,239.5017242431641,1266564,0.0,0,2016,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,33.72956475109521,-0.3806913074351095,4100.058651257425,-74.41676886999176,-4174.475420127416,4190.869192793386,24.18092875758286,4199.976614815848,4519.580643711472,3880.372585920224,455,238.5692059079621,240.4807319905204,232.1818677113813,239.5016632080078,1266564,0.0,0,262.02052976709325,232.1818677113813,-1,262.02052976709325,232.1818677113813,262.02052976709325,250.6221608618113,247.10119873923728,243.58023661666329,238.56734139130367,232.1818677113813,224.12542895633908,213.7415745609513,183.90291250523936,232.1818677113813,29.83866205571195,240.4807319905204,242.25244140625,244.1173717385385
2016-01-14,238.52262572235443,244.1173563622838,235.16577311022485,242.25244140625,1136944,0.0,0,2016,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,31.476646620233097,-0.4668047845128404,4077.26752647469,-80.62259815543894,-4157.890124630128,4172.254086843419,24.889546775294782,4176.509259905134,4507.874593798325,3845.143926011943,456,238.52264074621303,244.1173717385385,235.1657879226449,242.25245666503903,1136944,0.0,0,244.1173717385385,215.8639161505565,-1,262.02052976709325,215.8639161505565,262.02052976709325,244.3887033655762,238.94222295882489,233.49574255207352,225.74143146449532,215.8639161505565,203.4016304740916,187.3391289355368,141.182515319,235.1657879226449,46.15661361653676,244.1173717385385,233.39407348632807,243.65115364702385
2016-01-15,241.13347220218887,243.65108992954325,232.6481047736844,233.39407348632807,390418,0.0,0,2016,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,34.23784379916633,-0.3612633151101447,4063.744831726627,-82.6872247934416,-4146.432056520069,4157.472265560778,25.72953499822069,4151.93603515625,4477.681270750313,3826.1907995621873,457,241.1335352612843,243.65115364702385,232.64816561376148,233.3941345214844,390418,0.0,0,244.1173717385385,215.8639161505565,-1,262.02052976709325,215.8639161505565,262.02052976709325,244.3887033655762,238.94222295882489,233.49574255207352,225.74143146449532,215.8639161505565,203.4016304740916,187.3391289355368,141.182515319,232.64816561376148,46.15661361653676,243.65115364702385,230.5967254638672,234.9792880914254
2016-01-18,232.6481289658274,234.97927254263928,228.452070527566,230.5967254638672,813644,0.0,0,2016,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,32.171510429101744,-0.440244947358768,4045.955191553177,-86.14315424864617,-4132.098345801824,4140.865389678833,26.77005457768216,4125.080793108259,4442.087914610687,3808.073671605831,458,232.64814436035968,234.9792880914254,228.45208564444133,230.59674072265625,813644,0.0,0,244.1173717385385,215.8639161505565,-1,262.02052976709325,215.8639161505565,262.02052976709325,244.3887033655762,238.94222295882489,233.49574255207352,225.74143146449532,215.8639161505565,203.4016304740916,187.3391289355368,141.182515319,228.45208564444133,46.15661361653676,234.9792880914254,232.6947631835937,236.844196056268
