Date,Close,Volume,Revenue,Other Income,Total Income,Expenditure,Operating Profit,Interest,PBDT,Depreciation,PBT,Tax,Net Profit,EPS (Rs),RSI,stockRSI,macd_strength,macd,macd_h,ema,CI,Bollinger_centralBand,Bollinger_upperBand,Bollinger_lowerband,FibonacciLevels,LeadingClose,LeadingFibonacciLevel
2016-01-21,224.1627960205078,1598807,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,19.28521081617733,-0.9327990491403998,3915.4015014346014,-125.1837700973133,-4040.585271531916,4053.753703953446,17.399887728123584,4011.222272600447,4351.215422233945,3671.2291229669486,234.5130648624228,224.67564392089844,228.54532024872333
2016-01-22,224.67564392089844,1104880,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,36.90857939702007,-0.2591795662442013,3902.6503515383074,-124.63846583306258,-4027.28881737137,4035.3802537715983,22.23636021065224,3979.34041922433,4285.524118079829,3673.156720368832,228.54532024872333,221.2255401611328,226.0743006847061
2016-01-25,221.2255401611328,1288751,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,35.97250516750401,-0.2949592093667145,3888.0207206837713,-124.55728918134992,-4012.578009865121,4016.6640668165096,24.72422726244029,3946.795061383928,4206.258116163182,3687.332006604675,226.0743006847061,220.85255432128903,221.645149936168
2016-01-27,220.85255432128903,2994537,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,38.1624215756948,-0.2112538523741277,3882.059301156392,-120.78386280579024,-4002.843163962182,4002.25948101927,34.88566167726776,3922.074480329241,4138.176288465881,3705.972672192601,221.645149936168,227.05337524414065,228.45209203951168
2016-01-28,227.05337524414065,2276163,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,37.76913650559028,-0.2262864203159109,3875.666825690738,-117.0985063203857,-3992.765332011125,3988.426521274621,44.10900375890033,3911.042829241072,4124.765446029356,3697.320212452788,228.45209203951168,233.720458984375,235.58537392293988
2016-01-29,233.720458984375,1975624,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,37.41158038173815,-0.2399533177737249,3869.1548960994655,-113.43424943108948,-3982.589145530556,3975.215671861871,45.399461992262665,3903.074079241072,4118.104915796425,3688.043242685718,235.58537392293988,234.0934295654297,235.44552062313
2016-02-01,234.0934295654297,1161891,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,31.124399699887263,-0.4802687478434986,3836.2469637545737,-120.31848524813176,-3956.5654490027055,3950.615632090337,46.41652245532111,3881.3492606026784,4111.320916573112,3651.377604632245,235.44552062313,224.86212158203125,235.35230045186893
2016-02-02,224.86212158203125,1141536,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,28.557688692686668,-0.5783763561298009,3796.165197956784,-129.82745874601324,-3925.992656702797,3921.999495969909,46.02495747547514,3854.939679827009,4107.290146029102,3602.5892136249163,235.35230045186893,227.0067596435547,231.01634498690325
2016-02-03,227.0067596435547,1841938,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,27.031492539878528,-0.6367122786032343,3755.354912271677,-139.285977559392,-3894.640889831069,3892.009884475485,42.122015573949575,3823.915684291295,4091.755703321334,3556.075665261256,231.01634498690325,230.5501403808593,231.6224149346401
2016-02-04,230.5501403808593,933205,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,25.951355884771218,-0.6779984317999362,3716.382562629842,-147.6316348715477,-3864.01419750139,3861.8720008015775,42.33883330819676,3793.514979771205,4078.145507650832,3508.884451891579,231.6224149346401,234.3265380859375,234.9793012980536
2016-02-05,234.3265380859375,570371,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,23.787197127048174,-0.760719251976584,3671.834028619499,-157.8208679852769,-3829.654896604776,3828.3963545994457,41.26203399942011,3756.65682547433,4054.074887145429,3459.238763803231,234.9793012980536,234.00021362304688,236.1448379841276
2016-02-08,234.00021362304688,1355234,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,24.65613682797175,-0.7275056975236402,3637.9122424268494,-163.3204973076331,-3801.2327397344825,3798.744422150064,44.87273498183521,3722.9017159598216,4020.939251875111,3424.864180044532,236.1448379841276,232.4150390625,234.46644278030573
2016-02-09,232.4150390625,562650,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,22.38924980631425,-0.8141531086759527,3596.6160732383546,-171.41548222851588,-3768.031555466872,3765.352328907729,44.33811766771923,3686.640066964286,3994.732283869116,3378.5478500594554,234.46644278030573,226.49392700195312,232.6481366813132
2016-02-10,226.49392700195312,2019507,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,24.514074593805304,-0.7329357541146546,3567.604382028184,-174.19874360925996,-3741.803125637444,3736.8255369331614,44.2118368367172,3661.1453159877233,3984.498267032253,3337.7923649431937,232.6481366813132,222.9972381591797,229.2912958289186
2016-02-11,222.9972381591797,814826,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,20.62689301131772,-0.8815158190158279,3518.6669528881725,-184.6561013566397,-3703.323054244812,3699.197509605432,39.39173286719491,3637.671229771205,4008.285051791485,3267.057407750925,229.2912958289186,231.0629730224609,232.5083157120513
2016-02-12,231.0629730224609,1768414,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,21.42939140520505,-0.8508418561672585,3481.055827935538,-190.131071170857,-3671.1868991063952,3665.689674925392,36.04430503260942,3600.454485212053,3982.9611763484686,3217.9477940756383,232.5083157120513,232.08865356445312,234.699568130419
2016-02-15,232.08865356445312,587206,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,35.31019361996972,-0.320274798728626,3481.2926115671808,-180.1581273278407,-3661.4507388950215,3649.01240866797,35.89191258458284,3575.6500244140625,3938.7182149892656,3212.5818338388594,234.699568130419,228.5453643798828,235.3522935050013
2016-02-16,228.5453643798828,903440,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,35.060460289901215,-0.3298203765726689,3480.346686909995,-170.7443300418272,-3651.091016951822,3633.335188632813,37.900997334430514,3548.3892647879466,3875.606966028293,3221.1715635476003,235.3522935050013,225.141845703125,227.42637899566867
2016-02-17,225.141845703125,708900,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,38.46516723126773,-0.1996819800036099,3487.837554606121,-158.1333995207915,-3645.9709541269126,3622.832082883523,38.839503418537646,3524.6538434709823,3802.005646577497,3247.302040364468,227.42637899566867,227.28651428222656,228.87168917722715
2016-02-18,227.28651428222656,625392,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,34.24603751545584,-0.3609501260109881,3475.8338620442723,-153.6289968121223,-3629.462858856394,3605.103629148373,39.02308236257763,3494.990408761161,3706.6858690782096,3283.294948444112,228.87168917722715,227.89260864257807,228.63860811005108
2016-02-19,227.89260864257807,641453,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,31.381717509677287,-0.4704332678003042,3452.325292760418,-153.89554781120978,-3606.220840571628,3582.6661188280664,47.4102586361136,3470.2529645647323,3655.74658980972,3284.759339319745,228.63860811005108,231.80897521972656,232.834608782594
2016-02-22,231.80897521972656,704507,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,29.303301483526468,-0.5498767364173542,3422.568534989585,-156.7180710637149,-3579.2866060533,3557.2911538351736,55.29865482151472,3446.51749093192,3625.671632450511,3267.3633494133287,232.834608782594,222.7640838623047,233.95358952606804
2016-02-23,222.7640838623047,938836,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,28.153873780734926,-0.5938114070922144,3392.495355335418,-159.64345536979454,-3552.138810705213,3531.3740159154986,54.8751170798506,3423.6666957310267,3604.425642018495,3242.9077494435583,233.95358952606804,220.3863220214844,224.53573924504028
2016-02-24,220.3863220214844,793064,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,28.362251657792697,-0.5858465621678878,3368.8684034089592,-159.94397961802906,-3528.8123830269883,3508.009159532556,62.86658971686999,3403.2286551339284,3582.0389793719137,3224.418330895943,224.53573924504028,222.48434448242188,225.3749848405357
2016-02-25,222.48434448242188,1273986,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,25.72299216660413,-0.6867271971910878,3335.7893028052927,-164.01156855974523,-3499.800871365038,3480.324045065107,56.06484006884042,3382.50244140625,3582.2151471966376,3182.7897356158624,225.3749848405357,225.001953125,226.307433717674
2016-02-26,225.001953125,649723,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,25.55519819445688,-0.6931408001428978,3308.3971160723595,-165.69985220570788,-3474.0969682780674,3454.733529071972,53.164045248453576,3360.8312465122767,3570.19252170982,3151.4699713147334,226.307433717674,221.1322631835937,226.40067156859683
2016-02-29,221.1322631835937,1241678,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,20.524752750539008,-0.88541993469797,3254.074724107888,-178.06078825913983,-3432.135512367028,3416.7382224517924,39.227798288071945,3332.6422293526784,3599.447409988205,3065.837048717152,226.40067156859683,225.6080474853516,226.960138464716
2016-03-01,225.6080474853516,1854784,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,39.63466176980794,-0.154980292997089,3259.0139785050605,-166.4123858261828,-3425.426364331244,3404.195747328334,39.260831757423965,3320.3003278459823,3579.2805701544967,3061.320085537468,226.960138464716,227.1000061035156,230.1305081624656
2016-03-02,227.1000061035156,2676742,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,46.04118556742648,0.0898967989117279,3285.155958194674,-146.53876509561223,-3431.694723290286,3402.8801227487693,39.33855846869049,3325.072230747768,3586.708487558599,3063.4359739369365,230.1305081624656,228.5453643798828,229.9906622832162
2016-03-03,228.5453643798828,2382139,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,45.86385712057783,0.0831187589404811,3305.3188583526144,-129.59772504386183,-3434.916583396476,3401.34288058837,39.48451829846617,3329.02645438058,3592.688817478955,3065.364091282205,229.9906622832162,232.6947631835937,226.16756093007453
2016-03-04,232.6947631835937,863628,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,43.451265319067325,-0.009097938129552,3311.400203869592,-118.8560712857584,-3430.25627515535,3395.377671983745,39.3779204756996,3318.5611572265625,3567.231613827718,3069.890700625407,226.16756093007453,231.80897521972656,229.33789354989133
2016-03-08,231.80897521972656,814441,1283.96,75.73,1359.69,1040.87,1120.84,3.92,85.89,18.04,296.86,67.85,229.01,1.3,39.580190504287735,-0.1570623527091187,3298.9161591894235,-116.00563790827572,-3414.9217970977,3382.068790936927,39.35126411249688,3302.3052280970983,3535.7724883625524,3068.837967831644,229.33789354989133,229.2446746826172,225.09524254132435
