Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-02-23,233.11435150144828,233.95355747558514,221.0856566552419,222.76406860351562,938836,0.0,0
2016-02-24,223.74316027446426,224.53575479112178,218.42815570278424,220.38632202148438,793064,0.0,0
2016-02-25,221.41202510557585,225.37496938349813,217.72882091643544,222.48435974121094,1273986,0.0,0
2016-02-26,224.8621217386521,226.30743371767397,221.92488628787564,225.0019989013672,649723,0.0,0
2016-02-29,226.40067156859683,226.40067156859683,219.1275006173649,221.1322784423828,1241678,0.0,0
2016-03-01,221.1322644249338,226.9601231144816,220.99240150765291,225.60806274414062,1854784,0.0,0
2016-03-02,226.5871821286659,230.13052362487218,225.7479760342733,227.10003662109375,2676742,0.0,0
2016-03-03,228.2189832902879,229.9906469279321,224.81551895496034,228.54534912109375,2382139,0.0,0
2016-03-04,226.16756093007453,235.91173859147955,226.16756093007453,232.69476318359375,863628,0.0,0
2016-03-08,231.24946449999234,234.3265771555058,229.33792374216029,231.80894470214844,814441,0.0,0
2016-03-09,230.13052175120237,230.31701041197428,225.09524254132435,229.24468994140625,1948003,0.0,0
2016-03-10,229.3845468635914,231.156210436716,227.61288329046675,229.33792114257812,823429,0.0,0
2016-03-11,229.38452061997648,234.04680762444755,227.61285724954578,232.9744873046875,781595,0.0,0
2016-03-14,235.2590012977529,237.31040470100763,232.64811777171477,234.0934295654297,1255475,0.0,0
2016-03-15,236.56448811337833,236.56448811337833,229.2447045571479,230.69000244140625,1913003,0.0,0
2016-03-16,229.19804937503594,232.92787926160065,227.65948600992488,230.55010986328125,2569912,0.0,0
2016-03-17,231.0630026479075,233.1144065801782,229.66431620842644,231.20286560058594,1021608,0.0,0
2016-03-18,232.18192908257876,233.95359272969068,229.01157911569229,232.7414093017578,1033786,0.0,0
2016-03-21,234.04683839224575,236.75095951905445,233.11438086877067,236.0050048828125,612911,0.0,0
2016-03-22,235.16579453353305,238.5226474514677,230.92310977641856,232.78802490234375,1496853,0.0,0
2016-03-23,230.50346869900702,233.62720671096528,230.50346869900702,232.13526916503906,519794,0.0,0
2016-03-28,233.06775918341907,233.06775918341907,225.65472458904173,227.10003662109375,1264277,0.0,0
2016-03-29,227.10003708608247,229.19806655453252,226.3540682072212,228.54534912109375,614581,0.0,0
2016-03-30,229.2446715432675,232.6947612892638,229.1980458247733,230.08387756347656,2079588,0.0,0
2016-03-31,230.3636228874895,234.79279590994977,229.75751698961807,233.0211181640625,2028211,0.0,0
2016-04-01,231.29607896122545,234.3731914669342,230.5967358566631,233.58059692382812,682598,0.0,0
2016-04-04,233.5805949295084,235.67862422528245,230.78322253514304,232.69476318359375,343178,0.0,0
2016-04-05,232.18189369759907,233.16097681786167,228.40543836411237,229.384521484375,628025,0.0,0
2016-04-06,229.0115844765281,231.71570573345605,228.54535569235617,231.06298828125,1394691,0.0,0
2016-04-07,231.24946666619846,232.55490151256114,229.3845516124388,230.9697265625,847869,0.0,0
2016-04-08,230.8298819982237,234.88606402610938,229.8041729457429,233.16102600097656,652307,0.0,0
2016-04-11,233.11436408483215,237.21717120145652,231.38931209933574,236.2847137451172,468793,0.0,0
2016-04-12,237.63679988514846,245.79580302109684,237.54354844375442,245.04981994628906,1150416,0.0,0
2016-04-13,247.10123344402774,250.55133751993483,244.90995266372698,249.47898864746094,1458830,0.0,0
2016-04-18,249.85197156682645,256.42578485045607,249.6654687043986,255.16696166992188,1500549,0.0,0
2016-04-20,254.00141491483936,254.56089510083532,246.9147322903604,249.1992645263672,815581,0.0,0
2016-04-21,249.89861882838545,251.0175792504538,245.04982827455018,249.1526641845703,737895,0.0,0
2016-04-22,249.52561150668166,256.23928786288747,245.88903325669406,247.00796508789062,1363045,0.0,0
2016-04-25,248.5465182093349,251.06416466933607,244.81668846494364,248.77963256835938,970885,0.0,0
2016-04-26,248.77965368545244,250.87768309475896,246.58840128969726,248.54653930664062,734065,0.0,0
2016-04-27,248.03370674903238,255.9595958744714,246.40190604673612,254.0946807861328,1220728,0.0,0
2016-04-28,256.42581772455094,256.42581772455094,245.04982461023278,251.43716430664062,4787975,0.0,0
