,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Debt-Equity_Ratio,Current_Ratio,Asset_Turnover_Ratio,Inventory_Turnover_Ratio,Debtors_Turnover_Ratio,Interest_Coverage_Ratio,Operating_Margin,Net_Profit_Margin,Return_On_Capital_Employed,Return_On_Net_Worth,Revenue,Other Income,Total Income,Expenditure,Operating Profit,Interest,PBDT,Depreciation,PBT,Tax,Net Profit,EPS (Rs)
10,2016-03-16,1033.0517094879274,1040.6378343524177,1029.4371005329344,1038.428955078125,1918246,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,22258,940,23198,15560,18827,4,1906,384,7250,1522,5728,29.07
11,2016-03-17,1041.5300177070849,1053.935581266731,1040.637532687627,1049.584716796875,2221088,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,22258,940,23198,15560,18827,4,1906,384,7250,1522,5728,29.07
12,2016-03-18,1053.1325801743549,1084.3695634846113,1053.1325801743549,1082.5177001953125,3204070,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,22258,940,23198,15560,18827,4,1906,384,7250,1522,5728,29.07
13,2016-03-21,1082.5848010547074,1095.5035055600445,1079.9073448278614,1091.6212158203125,2336982,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,22258,940,23198,15560,18827,4,1906,384,7250,1522,5728,29.07
14,2016-03-22,1089.7245926827115,1108.9130273613998,1087.2702580145074,1103.602783203125,1951984,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,22258,940,23198,15560,18827,4,1906,384,7250,1522,5728,29.07
15,2016-03-23,1110.2067492411024,1110.2067492411024,1096.5517931607426,1103.914794921875,2278434,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,22258,940,23198,15560,18827,4,1906,384,7250,1522,5728,29.07
16,2016-03-28,1111.5902409287255,1123.259440545968,1098.4484190425417,1103.736328125,3320882,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,22258,940,23198,15560,18827,4,1906,384,7250,1522,5728,29.07
17,2016-03-29,1105.789023399892,1109.7828723772225,1095.5254448937592,1101.9512939453125,1838796,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,22258,940,23198,15560,18827,4,1906,384,7250,1522,5728,29.07
18,2016-03-30,1102.620621746265,1117.837535569313,1097.7566217566907,1110.9207763671875,2136504,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,22258,940,23198,15560,18827,4,1906,384,7250,1522,5728,29.07
19,2016-03-31,1105.9229733565826,1137.9185435568158,1103.1785162074998,1124.6651611328125,4363964,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,22258,940,23198,15560,18827,4,1906,384,7250,1522,5728,29.07
20,2016-06-01,1147.378761287254,1180.3114815017047,1147.2895345712222,1175.2020263671875,1911942,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23087,979,24066,16280,19677,6,2002,386,7394,1616,5778,29.32
21,2016-06-02,1160.2308389468683,1184.4618355648342,1160.2308389468683,1182.60986328125,1408756,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23087,979,24066,16280,19677,6,2002,386,7394,1616,5778,29.32
22,2016-06-03,1183.1675716518073,1186.112816354316,1169.3787190581209,1173.417236328125,1554922,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23087,979,24066,16280,19677,6,2002,386,7394,1616,5778,29.32
23,2016-06-06,1181.5101745430247,1189.8513072387111,1173.710066277228,1177.9031982421875,1322026,13.5,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23087,979,24066,16280,19677,6,2002,386,7394,1616,5778,29.32
24,2016-06-07,1178.579842240881,1189.8516463939116,1178.1289700747598,1186.312255859375,1202194,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23087,979,24066,16280,19677,6,2002,386,7394,1616,5778,29.32
25,2016-06-08,1180.0451476783985,1185.1400250451609,1174.7473998571277,1178.174072265625,938266,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23087,979,24066,16280,19677,6,2002,386,7394,1616,5778,29.32
26,2016-06-09,1182.3670875414437,1182.3670875414437,1152.068500938003,1162.01025390625,1562138,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23087,979,24066,16280,19677,6,2002,386,7394,1616,5778,29.32
27,2016-06-10,1156.9374777424373,1173.7324586644584,1151.166294497624,1152.3160400390625,1396832,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23087,979,24066,16280,19677,6,2002,386,7394,1616,5778,29.32
28,2016-06-13,1145.2149894483707,1151.234175254094,1135.2958045003927,1148.37109375,1029978,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23087,979,24066,16280,19677,6,2002,386,7394,1616,5778,29.32
29,2016-06-14,1153.7595097502422,1153.7595097502422,1135.409031387265,1142.8935546875,977570,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23087,979,24066,16280,19677,6,2002,386,7394,1616,5778,29.32
30,2016-06-15,1140.7066595383992,1156.4420551987766,1137.099681958831,1152.8126220703125,1270844,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23087,979,24066,16280,19677,6,2002,386,7394,1616,5778,29.32
31,2016-06-16,1147.717202508376,1156.3513569837105,1134.596783724967,1153.4658203125,1145070,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23087,979,24066,16280,19677,6,2002,386,7394,1616,5778,29.32
32,2016-06-17,1153.7819909945829,1176.7764738162805,1153.7819909945829,1173.4400634765625,1878988,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23087,979,24066,16280,19677,6,2002,386,7394,1616,5778,29.32
33,2016-06-20,1173.4402032116848,1202.92720536979,1168.5707607249255,1199.004638671875,1872838,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23087,979,24066,16280,19677,6,2002,386,7394,1616,5778,29.32
34,2016-06-21,1200.897922083483,1201.574230280639,1190.9336039482353,1195.3521728515625,1027690,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23087,979,24066,16280,19677,6,2002,386,7394,1616,5778,29.32
35,2016-06-22,1194.8110723151942,1207.3002075464194,1186.582656439816,1202.7689208984375,1761712,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23087,979,24066,16280,19677,6,2002,386,7394,1616,5778,29.32
36,2016-06-23,1197.06522647991,1199.094150592588,1183.674349351472,1192.71435546875,1397014,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23087,979,24066,16280,19677,6,2002,386,7394,1616,5778,29.32
37,2016-06-24,1156.5546419648017,1169.201627682816,1133.5601625052147,1160.5223388671875,3766586,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23087,979,24066,16280,19677,6,2002,386,7394,1616,5778,29.32
38,2016-06-27,1148.3712685862724,1148.3712685862724,1119.3576041657154,1125.3092041015625,4272566,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23087,979,24066,16280,19677,6,2002,386,7394,1616,5778,29.32
39,2016-06-28,1125.3090316670357,1128.48759150674,1108.423785609019,1110.9261474609375,4499524,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23087,979,24066,16280,19677,6,2002,386,7394,1616,5778,29.32
40,2016-06-29,1115.9085047637125,1132.8162093813446,1111.5350671845254,1128.48779296875,2531264,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23087,979,24066,16280,19677,6,2002,386,7394,1616,5778,29.32
41,2016-06-30,1137.099536523937,1155.5401630104368,1127.338198728193,1151.1217041015625,5121812,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23087,979,24066,16280,19677,6,2002,386,7394,1616,5778,29.32
42,2016-09-01,1141.3566691140948,1145.8996968373938,1124.247007580602,1133.4912109375,1345736,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23016,1175,24191,16197,19931,3,2033,396,7595,1637,5958,30.24
43,2016-09-02,1135.525280660263,1138.8703348743336,1128.315259648734,1136.791015625,1742330,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23016,1175,24191,16197,19931,3,2033,396,7595,1637,5958,30.24
44,2016-09-06,1139.096697361217,1139.2097074748629,1121.0603273678978,1122.89111328125,2239066,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23016,1175,24191,16197,19931,3,2033,396,7595,1637,5958,30.24
45,2016-09-07,1129.9650671595143,1129.9650671595143,1095.2935997154202,1103.2269287109375,3854040,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23016,1175,24191,16197,19931,3,2033,396,7595,1637,5958,30.24
46,2016-09-08,1066.81477296216,1066.81477296216,1032.7987510700405,1049.6824951171875,7021516,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23016,1175,24191,16197,19931,3,2033,396,7595,1637,5958,30.24
47,2016-09-09,1053.1183044676925,1069.8211721089592,1048.7561595531008,1063.4022216796875,2742438,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23016,1175,24191,16197,19931,3,2033,396,7595,1637,5958,30.24
48,2016-09-12,1056.4183519584494,1068.6008179414846,1050.5418271080175,1066.3858642578125,2024454,0.0,0.0,0.0,2.6,5.47,8047.24,4.76,2257.85,35.88,26.87,52.25,41.81,23016,1175,24191,16197,19931,3,2033,396,7595,1637,5958,30.24
