Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-02-22,1270.8348650571647,1307.4671699405617,1269.3125651396049,1302.4583740234375,517355,0.0,0
2017-02-23,1307.0742706820674,1319.89057783251,1291.458888283989,1299.9049072265625,321408,0.0,0
2017-02-27,1296.369348377453,1308.1545242717934,1261.9959186856265,1269.90185546875,274556,0.0,0
2017-02-28,1283.602100774098,1286.5483948080096,1253.9918217562856,1278.347900390625,214423,0.0,0
2017-03-01,1296.1238501328057,1314.7837123434692,1282.7673411590172,1302.1146240234375,217624,0.0,0
2017-03-02,1313.065133436606,1313.998078658937,1288.807358805809,1296.90966796875,128015,0.0,0
2017-03-03,1262.4870459934955,1265.8262033476888,1219.7657807265043,1224.0870361328125,11491327,0.0,0
2017-03-06,1233.416878659503,1240.7334606659942,1217.064923294283,1228.2608642578125,372468,0.0,0
2017-03-07,1222.7120116158355,1240.880824639846,1220.8460014363677,1237.5908203125,182547,0.0,0
2017-03-08,1240.2915248549843,1240.2915248549843,1220.9932761632379,1226.5911865234375,154933,0.0,0
2017-03-09,1227.966269730245,1228.0154225866268,1200.1238140602686,1203.5611572265625,215058,0.0,0
2017-03-10,1207.7841376125705,1213.5784197570822,1181.0710007614875,1183.96826171875,277582,0.0,0
2017-03-14,1202.971884189945,1202.971884189945,1170.6608354754082,1178.5667724609375,528728,0.0,0
2017-03-15,1178.5175577846267,1198.5032273917232,1174.1472697951774,1191.1866455078125,789166,0.0,0
2017-03-16,1194.231185361878,1210.9268516046016,1194.231185361878,1204.101318359375,327363,0.0,0
2017-03-17,1205.4271825048124,1210.9269076623666,1184.2629213633572,1194.4276123046875,257105,0.0,0
2017-03-20,1197.7666962961696,1203.2664211167485,1184.8520836248479,1190.0572509765625,162905,0.0,0
2017-03-21,1191.2355436621424,1196.1460329305216,1163.884142414268,1173.1650390625,276008,0.0,0
2017-03-22,1160.8399631901539,1164.719202761188,1154.5545113244716,1162.3131103515625,360841,0.0,0
2017-03-23,1172.6249316367082,1176.3569517349463,1160.8889092950149,1163.982421875,158252,0.0,0
2017-03-24,1158.875612785718,1161.0853332338263,1154.9472208779698,1157.4024658203125,210816,0.0,0
2017-03-27,1158.8756749644172,1165.1611263310574,1141.6889594458771,1144.340576171875,237568,0.0,0
