Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-02-22,5737.882089029238,5778.650910336922,5706.703082123596,5744.1650390625,431264,0.0,0
2017-02-23,5753.943992011327,5755.928202896683,5683.129669183998,5698.19970703125,461009,0.0,0
2017-02-27,5673.634700318459,5717.049291927354,5612.221502063555,5623.0869140625,394395,0.0,0
2017-02-28,5618.173995498908,5668.910932883073,5588.412213101272,5595.6875,558820,0.0,0
2017-03-01,5631.117837896336,5667.776608413563,5560.398086204995,5592.947265625,559896,0.0,0
2017-03-02,5622.6139461787225,5667.776078334757,5574.664415382458,5592.1435546875,473769,0.0,0
2017-03-03,5597.103667638848,5601.780702807504,5550.807570455474,5562.85400390625,362057,0.0,0
2017-03-06,5598.521324607619,5645.100686322573,5585.766276445911,5607.35546875,361209,0.0,0
2017-03-07,5603.718260930999,5625.449085412775,5556.47733814453,5563.5634765625,373103,0.0,0
2017-03-08,5569.704380072273,5579.057989817187,5479.9466334892595,5540.556640625,639968,0.0,0
2017-03-09,5559.3111118042425,5645.289580732554,5540.556375490376,5635.2744140625,598391,0.0,0
2017-03-10,5666.076329649361,5676.847167873512,5608.4894597231205,5626.9609375,443986,0.0,0
2017-03-14,5725.599633096334,5805.342215586887,5678.358712031183,5794.00439453125,875005,0.0,0
2017-03-15,5777.564369372248,5828.395413467372,5756.305955911761,5798.68115234375,384040,0.0,0
2017-03-16,5819.703619010507,5844.9299939655,5793.343277419218,5815.78271484375,252721,0.0,0
2017-03-17,5824.805731071572,5883.195326614614,5810.633454353637,5850.8828125,1048024,0.0,0
2017-03-20,5876.769995973338,5876.769995973338,5811.672105487929,5819.04150390625,207710,0.0,0
2017-03-21,5824.5698694506755,5858.394187341107,5717.899952672975,5741.00048828125,532134,0.0,0
2017-03-22,5712.750347436118,5719.364076775548,5647.557872518888,5674.390625,462793,0.0,0
2017-03-23,5683.932576369161,5734.1025226409,5683.932576369161,5701.78955078125,447530,0.0,0
2017-03-24,5713.316370703271,5713.316370703271,5661.445937296531,5673.30322265625,573292,0.0,0
2017-03-27,5647.179435167117,5687.806625348175,5636.455654328651,5655.49365234375,340512,0.0,0
2017-03-28,5641.700031272935,5715.206721080967,5633.526982729378,5644.58154296875,505962,0.0,0
2017-03-29,5677.319080042803,5677.319080042803,5602.158962333093,5616.14208984375,494597,0.0,0
2017-03-30,5635.841166618863,5669.760051364296,5607.543673963295,5627.90478515625,898999,0.0,0
2017-03-31,5623.558541881863,5707.647370885136,5612.315296338725,5683.74365234375,501939,0.0,0
2017-04-03,5758.667833732836,5758.667833732836,5697.2546410843315,5736.93701171875,378716,0.0,0
2017-04-05,5772.840315846161,6008.100093038582,5736.039455320779,5992.416015625,1076674,0.0,0
2017-04-06,5985.424276534057,5986.36909488868,5914.562899937363,5944.46630859375,505863,0.0,0
2017-04-07,5905.114586779513,5986.368963493599,5891.93418648699,5913.94873046875,467235,0.0,0
2017-04-10,5935.349074140065,5959.725203854319,5900.43785039964,5922.9248046875,318486,0.0,0
2017-04-11,5928.546229257389,5957.079929075032,5886.218550061451,5903.0361328125,373105,0.0,0
2017-04-12,5918.247804945747,5918.247804945747,5788.618998988442,5814.884765625,415372,0.0,0
2017-04-13,5815.356659518325,5834.253025593121,5732.118074691438,5742.55859375,386820,0.0,0
2017-04-17,5735.615158769109,5798.823422833667,5688.752069878861,5778.08447265625,342286,0.0,0
2017-04-18,5782.288644106242,5890.328721088297,5782.288644106242,5798.4921875,453391,0.0,0
2017-04-19,5793.531960931943,5878.990971313899,5776.4306553109245,5854.99267578125,366504,0.0,0
2017-04-20,5857.873722926795,5955.331642678718,5846.5359028179055,5927.31787109375,466934,0.0,0
2017-04-21,5937.144297557812,5947.678930532126,5836.143302081586,5844.45751953125,294827,0.0,0
2017-04-24,5879.79398194459,5985.424493281713,5857.874010788732,5969.693359375,426893,0.0,0
2017-04-25,5978.527643065382,5999.5969090931785,5935.821666358724,5987.50341796875,384281,0.0,0
2017-04-26,5985.424670478934,6070.222123387455,5962.749028475541,6052.7900390625,540500,0.0,0
