Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,PrevYear,Revenue,Other Income,Total Income,Expenditure,Operating Profit,Interest,PBDT,Depreciation,PBT,Tax,Net Profit,EPS (Rs),RSI,stockRSI,macd_strength,macd,macd_h,ema,CI,Bollinger_centralBand,Bollinger_upperBand,Bollinger_lowerband
2015-01-01,1120.1821850285803,1120.1821850285803,1108.836358456417,1110.8218994140625,366830,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4,52.10290746433834,0.9420207880921964,1100.6488036535288,-4.786429844224131,-1105.435233497753,1101.9193634478393,51.648659939037344,1085.9422258649554,1132.109363487898,1039.7750882420128
2015-01-02,1113.200422046359,1130.6337040946787,1113.0259134388173,1125.6153564453125,925740,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4,56.51764889179066,1.1078801465472672,1105.6421142118857,-2.344899887309112,-1107.9870140991948,1104.0735446294275,47.57191705064695,1089.955357142857,1139.578384226198,1040.3323300595162
2015-01-05,1126.291929908935,1134.539433777913,1101.7019801840938,1108.509521484375,1754242,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4,50.69860760361905,0.8892620302340135,1106.2155956663837,-1.769865816669153,-1107.9854614830529,1104.4768152526046,45.83788870760119,1095.6158185686384,1131.6289631436578,1059.602673993619
2015-01-06,1103.6437671953718,1103.6437671953718,1064.7624403843265,1067.642578125,2423784,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4,40.08115866873974,0.4903704308714653,1098.500992158107,-4.559212202338131,-1103.0602043604451,1101.1282482410045,55.39383618029959,1095.7264840262276,1131.3563148910982,1060.096653161357
2015-01-07,1077.8534704837443,1081.8462858666585,1050.558010075517,1055.0308837890625,2636332,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4,37.47303050173621,0.3923845189768607,1089.806970484298,-7.698701799648234,-1097.5056722839463,1096.9375787453732,55.10048163149608,1094.903564453125,1133.816928700966,1055.990200205284
2015-01-08,1065.8096611304354,1068.6897987523234,1056.2748650682138,1066.420654296875,1565408,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4,41.19464800993382,0.5322036006758376,1085.1297072468135,-9.162095696636698,-1094.2918029434502,1094.163312886419,54.43096743442203,1094.3768048967634,1134.6953229230962,1054.0582868704305
2015-01-09,1071.30778005207,1099.6286640868884,1069.1258904796623,1096.312255859375,3197642,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4,49.66252728465433,0.850337073963,1087.3662169693257,-7.819702805284351,-1095.18591977461,1094.3586713385057,53.77323272927674,1094.4313354492188,1134.758745914918,1054.1039249835196
2015-01-12,1098.3634371852725,1103.1635952341553,1082.3265455219596,1095.1778564453125,1596006,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4,49.37196468951508,0.8394208002892669,1088.928544864523,-6.769350461269141,-1095.6978953257922,1094.4331427118518,53.1043973059566,1094.3159964425224,1134.623547105439,1054.0084457796058
2015-01-13,1099.6725608758452,1104.2108494644206,1082.2611212770166,1090.028564453125,1468432,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4,47.99915391112244,0.7878450695865499,1089.1485487822436,-6.280050972186473,-1095.42859975443,1094.032726506513,52.49786638983053,1093.730006626674,1134.030825054849,1053.429188198499
2015-01-14,1097.9268880155455,1104.82168071839,1091.1630300011414,1100.5233154296875,1787096,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4,50.99019609052616,0.900216846085869,1091.4235021117324,-4.987941027086436,-1096.4114431388189,1094.6227800449833,51.74028470979911,1095.0406755719866,1134.9137956887798,1055.1675554551937
2015-01-15,1105.3454978166671,1126.6189257750416,1101.090812224992,1108.0074462890625,5009920,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4,53.06356300520785,0.9781120777686736,1094.7402909471984,-3.321736858786153,-1098.0620278059846,1095.8395678853542,51.14070757945353,1096.1035853794642,1136.5462153769304,1055.660955381998
2015-01-16,1110.0147970354171,1110.582109793914,1084.093984121282,1104.974609375,5293830,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4,52.10164728557218,0.9419734438829988,1096.7871546327588,-2.2203873997434584,-1099.0075420325022,1096.6700262025947,50.86415600637077,1096.3919328962054,1137.04007600584,1055.7437897865707
2015-01-19,1106.6545667811629,1113.2002365373608,1092.254093317528,1095.7451171875,1135074,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4,49.17990610374791,0.8322052669801023,1096.578747143707,-2.06845899636528,-1098.6472061400725,1096.5859435648588,50.7517544045785,1095.798139299665,1136.2060308543723,1055.3902477449578
2015-01-20,1099.6728147463305,1104.0365957572285,1083.6359195312798,1091.1416015625,2058566,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4,47.74181721245906,0.7781770742013966,1095.4913180274657,-2.2930866048709504,-1097.7844046323366,1096.091003382826,50.6377254330779,1093.996547154018,1132.6662945064984,1055.3267998015374
2015-01-21,1100.5453193188964,1100.5453193188964,1085.817561774482,1096.967041015625,2310480,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4,49.744469950703866,0.8534156139509959,1095.7864626250976,-1.9782374345920744,-1097.7647000596896,1096.170643167626,50.58872677367798,1093.0069144112724,1130.5134494503834,1055.5003793721614
