,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI,stockRSI,macd_strength,macd,macd_h,ema,CI,Bollinger_centralBand,Bollinger_upperBand,Bollinger_lowerband
0,2014-02-25,929.7484477567592,934.208182202372,925.9258182319484,929.7059326171876,3305374,0.0,0.0,0.0,-1.0154562120196964,,,,929.7059326171876,,,,
1,2014-02-26,931.872037033432,932.2967736045504,924.7151843319087,926.8388671875,3859712,0.0,0.0,0.0,-1.0154562120196964,,,,929.4452903053977,,,,
2,2014-02-28,917.8558333383396,968.399490981682,917.4947657341304,966.5943603515624,3988192,0.0,0.0,0.0,-1.0154562120196964,,,,932.8224784914127,,,,
3,2014-03-03,964.9166000293444,976.4694144679517,946.3131167614598,951.4312133789062,1606078,0.0,0.0,0.0,-1.0154562120196964,,,,934.5141816630029,,,,
4,2014-03-04,948.5218898437504,957.3564331245448,944.614333304786,951.6861572265624,2030332,0.0,0.0,0.0,-1.0154562120196964,,,,936.0752703505992,,,,
5,2014-03-05,957.7175336874604,971.0542238124232,952.493251842671,956.4644775390624,2302006,0.0,0.0,0.0,-1.0154562120196964,,,,937.9288346404595,,,,
6,2014-03-06,956.8679312154756,959.9047565555966,948.0758002676442,951.7285766601562,1314562,0.0,0.0,0.0,-1.0154562120196964,,,,939.1833566422501,,,,
7,2014-03-07,953.7462193945048,955.6787920366268,914.3731497137072,946.5256958007812,4698472,0.0,0.0,0.0,-1.0154562120196964,,,,939.8508420202984,,,,
8,2014-03-10,946.355717273687,946.525570445794,906.8126959397669,910.0618896484376,3829768,0.0,0.0,0.0,-1.0154562120196964,939.0654301303127,,,937.1427554410383,,,,
9,2014-03-11,915.307675182948,924.9279208708268,901.2913627555524,913.884765625,2550254,0.0,0.0,0.0,-1.0154562120196964,934.0292972292502,,,935.0283927304894,,,,
10,2014-03-12,914.4580575089556,930.0671302509222,914.4580575089556,925.6923217773438,1669788,0.0,0.0,0.0,-1.0154562120196964,932.3619021388689,,,934.1796590074762,,,,
11,2014-03-13,912.3553268436432,935.2698419693348,907.598298431934,912.992431640625,2019884,0.0,0.0,0.0,-1.0154562120196964,928.4880080392202,,,932.2535474286715,,,,
12,2014-03-14,909.3609033767756,917.6432656448033,902.2678241222196,908.7450561523438,2161246,0.0,0.0,0.0,-1.0154562120196964,924.5394176618449,,,930.1164118580963,,,,
13,2014-03-18,907.025082256522,913.9483101324834,893.7520624389073,901.2911376953124,2565842,0.0,0.0,0.0,-1.0154562120196964,919.8897616685385,,,927.4959323887523,,932.4030630929129,974.9546749863856,889.8514511994402
14,2014-03-19,881.328623464806,881.328623464806,855.01620650576,866.2080078125,8652662,0.0,0.0,32.776608967851345,0.21594259696507942,909.1534108973309,,,921.9243028818203,,927.8674970354352,983.2572787678666,872.4777153030038
15,2014-03-20,865.613198648738,901.6732948375204,854.3152153558422,895.4296875,5728956,0.0,0.0,42.57934150202834,0.5842257582653126,906.4086662178647,,,919.515701483473,,925.6239842006138,983.673769866484,867.5741985347436
16,2014-03-21,902.565504611239,911.060238772286,885.5760362891451,903.4149780273438,4680776,0.0,0.0,44.942085783197,0.672992735246379,905.8099285797605,,,918.0519993510975,,921.1111711774554,975.1235023775691,867.0988399773416
17,2014-03-24,907.640774461686,916.5602422542014,903.0535988578736,914.2879638671876,2183014,0.0,0.0,48.075131564511324,0.7906995073956684,907.505535637246,,,917.7098143071056,,918.4580819266183,969.6290941181992,867.2870697350374
18,2014-03-25,910.6355365225476,922.5281647980285,904.689222384807,911.7610473632812,2249968,0.0,0.0,47.400055684971065,0.7653372853654521,908.3566379824531,,,917.1690173122124,,915.6062883649554,963.1195988914479,868.0929778384628
19,2014-03-26,912.3555617137856,916.7940388696132,886.6589949537155,889.1861572265625,3192350,0.0,0.0,41.758527954696596,0.5533882538250496,904.522541831275,,,914.6251209407897,,910.8006940569196,953.9185721782966,867.6828159355426
