,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,PrevYear,Revenue,Other Income,Total Income,Expenditure,Operating Profit,Interest,PBDT,Depreciation,PBT,Tax,Net Profit,EPS (Rs)
38,2015-02-26,1171.3964166667968,1177.4086229860086,1147.937923437983,1161.536376953125,1991994,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4
39,2015-02-27,1162.8478740575003,1169.975091141795,1143.9805243696042,1164.115966796875,2877376,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4
40,2015-03-02,1171.702318257746,1184.4919191211009,1159.8309878490072,1167.1986083984375,2176038,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4
41,2015-03-03,1172.7075956053282,1219.9307202605762,1170.1496336528608,1213.8092041015625,3424308,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4
42,2015-03-04,1219.0566943252684,1229.5944939600404,1187.421518255348,1200.692138671875,3862994,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4
43,2015-03-05,1202.440824565068,1211.4919032398193,1172.292375059311,1179.0260009765625,2173514,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4
44,2015-03-09,1154.3433204876949,1171.7459418967212,1141.22578275488,1157.316650390625,2883174,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4
45,2015-03-10,1158.2348623423984,1171.0682299938317,1134.7763740843802,1155.52392578125,3037052,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4
46,2015-03-11,1155.217697134501,1163.0663350059806,1135.8912149973958,1139.7171630859375,2240200,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4
47,2015-03-12,1147.3037103470635,1147.7409616725893,1132.524700944938,1145.18310546875,1827636,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4
48,2015-03-13,1153.4687301284466,1154.3213486659884,1125.921902987396,1129.1357421875,1586838,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4
49,2015-03-16,1130.3817842232777,1141.225635365412,1115.865065690625,1120.3687744140625,1556296,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4
50,2015-03-17,1129.201028009035,1139.7824838622976,1118.379062687361,1129.7257080078125,1267318,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4
51,2015-03-18,1132.8960543256587,1136.6126897849474,1115.7339435283543,1119.0789794921875,1255170,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4
52,2015-03-19,1126.3591636073666,1139.411155466719,1122.9049216056248,1135.2135009765625,2448964,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4
53,2015-03-20,1135.1042285387066,1144.7237558992042,1127.6054124102718,1141.64111328125,1963908,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4
54,2015-03-23,1143.84913253418,1150.4079004959583,1139.4766205596611,1144.3519287109375,1566608,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4
55,2015-03-24,1149.9705487063504,1153.031306820778,1129.0262608807905,1133.0489501953125,2394878,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4
56,2015-03-25,1133.0926849018315,1142.974604442387,1112.8917013838775,1125.375244140625,2224858,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4
57,2015-03-26,1116.4335567221308,1131.0377047089366,1093.5652966613034,1098.8560791015625,3091642,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4
58,2015-03-27,1106.6826906358365,1124.5662204550874,1094.9206770824494,1099.5992431640625,2751776,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4
59,2015-03-30,1104.059270669666,1123.69180668344,1101.873014688142,1121.1776123046875,1339006,0.0,0.0,2015,21621.0,1147.0,22768.0,14829.0,18748.0,5.0,1943.0,365.0,7569.0,1578.0,5991.0,30.4
