,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,PrevYear,Revenue,Other Income,Total Income,Expenditure,Operating Profit,Interest,PBDT,Depreciation,PBT,Tax,Net Profit,EPS (Rs)
0,2014-02-25,881.4814483011476,888.7448088522293,880.3192987910986,883.9993896484375,49759,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83
1,2014-02-26,890.9237066060616,890.9237066060616,876.8328007051142,880.12548828125,63923,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83
2,2014-02-28,867.4388384121925,898.7196952950934,867.4388384121925,891.2626342773438,229839,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83
3,2014-03-03,890.9721314490997,894.7975127483917,872.8137320309795,874.0242919921875,39652,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83
4,2014-03-04,875.0411502731317,882.2560994616244,866.8093425394064,871.1673583984375,74965,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83
5,2014-03-05,874.4116888276675,883.9992881890687,874.4116888276675,878.818115234375,161162,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83
6,2014-03-06,879.8350200012692,885.0646629163534,867.8747106818762,870.0052490234375,117509,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83
7,2014-03-07,879.3507466701561,879.3507466701561,857.0764436157359,859.1586303710938,121701,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83
8,2014-03-10,860.950235920042,861.2891690620883,837.7074848940791,844.8740234375,141440,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83
9,2014-03-11,846.810871917112,858.0448439732397,826.0860631029046,827.9745483398438,132434,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83
10,2014-03-12,828.0229775417906,844.0023683364567,825.2144549098889,836.448486328125,141798,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83
11,2014-03-13,845.454954596813,852.2340893988493,827.53866976286,831.1703491210938,116702,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83
12,2014-03-14,845.4551165362071,845.4551165362071,830.9283963208084,836.690673828125,221085,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83
13,2014-03-18,836.0611560341204,849.3289056060559,832.4778865717179,846.859375,124700,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83
14,2014-03-19,852.1373740554006,861.7249732858513,833.8336841736927,854.7521362304688,134676,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83
15,2014-03-20,846.4235004398911,854.171083967945,842.5497086758642,847.48876953125,53398,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83
16,2014-03-21,849.1835619636992,878.7696941463414,849.1835619636992,869.666259765625,174879,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83
17,2014-03-24,875.2832980222017,880.1255380633838,861.5313244833695,875.4285888671875,116263,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83
18,2014-03-25,867.7293635466169,873.9274540728416,862.7903026433928,866.809326171875,78974,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83
19,2014-03-26,862.8871266023012,868.8915157361109,856.5438043285022,862.9839477539062,87586,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83
20,2014-03-27,849.4256440437869,895.8143228947323,849.4256440437869,882.8370971679688,266461,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83
21,2014-03-28,876.4454172886649,886.1298970377109,872.6684465427875,883.5150756835938,132294,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83
22,2014-03-31,873.5884447948808,889.035201124307,873.5884447948808,887.5341186523438,118241,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83
23,2014-04-01,889.0352357782425,889.0352357782425,871.6031723316103,876.8812255859375,93671,0.0,0,2014,998.18,7.03,1005.21,848.13,833.05,20.94,54.8,33.12,103.02,21.68,81.34,5.85
24,2014-04-02,869.6662648448337,878.4307070283553,869.6662648448337,872.813720703125,87840,0.0,0,2014,998.18,7.03,1005.21,848.13,833.05,20.94,54.8,33.12,103.02,21.68,81.34,5.85
25,2014-04-03,871.6515045152428,894.845843114822,871.6030939430084,885.5487670898438,262920,0.0,0,2014,998.18,7.03,1005.21,848.13,833.05,20.94,54.8,33.12,103.02,21.68,81.34,5.85
26,2014-04-04,886.1299207624577,890.8753396102908,869.8600061703335,871.651611328125,124194,0.0,0,2014,998.18,7.03,1005.21,848.13,833.05,20.94,54.8,33.12,103.02,21.68,81.34,5.85
27,2014-04-07,872.6685117214647,877.7044533889724,857.076521804701,865.4051513671875,115761,0.0,0,2014,998.18,7.03,1005.21,848.13,833.05,20.94,54.8,33.12,103.02,21.68,81.34,5.85
28,2014-04-09,872.8622165888431,872.8622165888431,852.5248075168082,860.9503173828125,312115,0.0,0,2014,998.18,7.03,1005.21,848.13,833.05,20.94,54.8,33.12,103.02,21.68,81.34,5.85
29,2014-04-10,866.7608606937894,866.7608606937894,859.981725470486,864.8723754882812,92655,0.0,0,2014,998.18,7.03,1005.21,848.13,833.05,20.94,54.8,33.12,103.02,21.68,81.34,5.85
