Date,Close,PBDT,RSI,macd,Volume,EPS (Rs),CI
2016-01-01,1428.506103515625,73.0,64.07724627189094,27.112705902666903,107024,5.23,56.63555568769775
2016-01-04,1418.0423583984375,73.0,60.42223854927932,25.88759392456313,121226,5.23,59.08096477162574
2016-01-05,1436.03564453125,73.0,64.20347113946659,26.068094899041853,667535,5.23,52.77048249044943
2016-01-06,1423.176513671875,73.0,59.80590815473511,24.88664112218408,233987,5.23,57.80617839316257
2016-01-07,1365.774169921875,73.0,44.99143792107656,19.09828790815368,184861,5.23,54.02604017698029
2016-01-08,1373.49951171875,73.0,46.89789289220324,14.961875614198108,168754,5.23,53.35951718891728
2016-01-11,1330.7655029296875,73.0,38.87230020811026,8.141610288305628,189400,5.23,45.561045965915454
2016-01-12,1331.352294921875,73.0,39.0265979032724,2.75212530257204,117095,5.23,44.13061105604584
2016-01-13,1335.1661376953125,73.0,40.0851665615105,-1.197530750506985,165141,5.23,39.07702302844208
2016-01-14,1346.363037109375,73.0,43.2028010481631,-3.385143593814746,114952,5.23,39.19537525004888
2016-01-15,1334.09033203125,73.0,40.70278839253813,-6.039527353706035,121314,5.23,39.523381938196174
2016-01-18,1320.2530517578125,73.0,38.03064869843996,-9.154174852884124,170876,5.23,39.92300036957536
2016-01-19,1377.3621826171875,73.0,52.02841056456181,-6.934390518980763,150741,5.23,40.73776718072261
2016-01-20,1329.249755859375,73.0,43.17940107758925,-8.954247200802683,477896,5.23,42.094006726948045
2016-01-21,1337.6107177734375,73.0,44.93221328515041,-9.767741973178772,189511,5.23,43.47681154886149
2016-01-22,1371.1524658203125,73.0,51.40820987639157,-7.618087127589433,159715,5.23,45.00451775593224
2016-01-25,1389.6837158203125,73.0,54.585844360603645,-4.368792452240768,113996,5.23,50.42175747152585
2016-01-27,1361.2269287109375,73.0,49.25875142228479,-4.043319043501697,228839,5.23,60.15690345469589
2016-01-28,1378.193359375,73.0,52.25078058758929,-2.3887933393109506,186359,5.23,62.40637289032973
2016-01-29,1440.4364013671875,73.0,61.27283404387873,3.899967110236048,318543,5.23,52.3493357319162
2016-02-01,1465.2747802734375,73.0,64.18131285979447,10.76402370442247,216940,5.23,48.379515331665125
2016-02-02,1402.591796875,73.0,53.30193090412647,11.018826933559922,282208,5.23,46.010426638983255
2016-02-03,1451.7310791015625,73.0,59.14810410271369,15.012831157555183,290952,5.23,48.67244431386988
2016-02-04,1390.5146484375,73.0,50.64238924170602,13.087588360902146,239809,5.23,50.86790006262091
2016-02-05,1423.76318359375,73.0,54.47186274450827,14.082365745095103,127527,5.23,51.94281091039935
2016-02-08,1421.4652099609375,73.0,54.15910102257147,14.517952799094928,104129,5.23,53.37476372266073
2016-02-09,1403.4716796875,73.0,51.65797943478496,13.258396619600262,94810,5.23,54.01215873351437
2016-02-10,1415.0108642578125,73.0,53.152137564007226,13.040976768116934,214115,5.23,57.26804830737149
2016-02-11,1391.34619140625,73.0,49.755692409984086,10.834238289273117,92229,5.23,60.37299182843528
2016-02-12,1373.59716796875,73.0,47.31367265294366,7.5659685140904,362415,5.23,53.79366870122509
2016-02-15,1412.6640625,73.0,52.80436763969284,8.035583854954666,295431,5.23,54.505773224725154
2016-02-16,1392.715087890625,73.0,49.94221018347479,6.7205713029757135,127262,5.23,55.06987573215086
2016-02-17,1390.3681640625,73.0,49.60158065572494,5.426484111540731,178587,5.23,55.79503492782533
2016-02-18,1398.2889404296875,73.0,50.82071121859919,4.982614664790162,163690,5.23,56.21450150588458
2016-02-19,1397.115478515625,73.0,50.6253280789289,4.484462271316261,116095,5.23,56.642995435457735
2016-02-22,1396.52880859375,73.0,50.52075360865573,3.9962670715922286,91313,5.23,59.82854331210228
2016-02-23,1405.4765625,73.0,52.144414565688834,4.282017388300574,108844,5.23,59.53092781063479
2016-02-24,1406.845703125,73.0,52.401798552301216,4.566317117763674,175968,5.23,68.69844833068802
2016-02-25,1412.761962890625,73.0,53.56401603271908,5.208973615110836,151914,5.23,67.94303766366343
2016-02-26,1401.9073486328125,73.0,51.098776055536376,4.787222740726975,81389,5.23,67.14474087713084
2016-02-29,1431.488525390625,73.0,56.918030592226216,6.761987891155059,251871,5.23,63.18523161550738
2016-03-01,1464.1011962890625,73.0,62.25142596828423,10.833689457990886,255374,5.23,58.9253936201825
2016-03-02,1464.73681640625,73.0,62.3492572469168,13.951012923316055,370595,5.23,48.89793106309607
2016-03-03,1397.21337890625,73.0,48.09059144439775,10.847889422663911,462370,5.23,54.25053114330801
2016-03-04,1378.9267578125,73.0,45.08361552906361,6.8342828386328165,345879,5.23,53.26286216395594
2016-03-08,1376.922119140625,73.0,44.75325981181061,3.451921514485548,185424,5.23,52.23141036522684
2016-03-09,1363.2802734375,73.0,42.47243483203873,-0.3256532145339861,431486,5.23,52.47666254242733
2016-03-10,1373.0106201171875,73.0,44.63966894871723,-2.5053703957048583,296303,5.23,51.35335668585381
2016-03-11,1383.5228271484375,73.0,46.96427118831214,-3.3459941745202286,198719,5.23,50.2436624978171
2016-03-14,1377.1666259765625,73.0,45.71432673595591,-4.473518947422463,117752,5.23,49.28670267248796
