Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,PrevYear,Revenue,Other Income,Total Income,Expenditure,Operating Profit,Interest,PBDT,Depreciation,PBT,Tax,Net Profit,EPS (Rs),RSI,stockRSI,macd_strength,macd,macd_h,ema,CI,Bollinger_centralBand,Bollinger_upperBand,Bollinger_lowerband
2014-03-21,849.1835619636992,878.7696941463414,849.1835619636992,869.666259765625,174879,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83,46.55006937645461,0.6497652093042685,852.945065127752,,,860.1541962087243,,853.5070190429688,887.7902616248839,819.2237764610536
2014-03-24,875.2832980222017,880.1255380633838,861.5313244833695,875.4285888671875,116263,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83,48.790822989845786,0.8146350491779679,857.4417698756391,,,861.5427773594937,,853.6073259626116,888.1563467429709,819.0583051822524
2014-03-25,867.7293635466169,873.9274540728416,862.7903026433928,866.809326171875,78974,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83,45.70435826875921,0.5875396017801411,859.3152811348864,,,862.0215545242556,,853.2960379464286,887.2366860841925,819.3553898086647
2014-03-26,862.8871266023012,868.8915157361109,856.5438043285022,862.9839477539062,87586,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83,44.363035197270406,0.4888479300614569,860.0490144586904,,,862.1090448178602,,852.1650259835379,883.3886128348047,820.9414391322712
2014-03-27,849.4256440437869,895.8143228947323,849.4256440437869,882.8370971679688,266461,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83,52.20303095929708,1.0656979854049442,864.6066310005461,,,863.9934132133245,,853.0815865652902,887.1819201886054,818.981252941975
2014-03-28,876.4454172886649,886.1298970377109,872.6684465427875,883.5150756835938,132294,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83,52.44945275716037,1.0838291722129505,868.3883199371558,,,865.7681098015307,,854.8213326590402,892.5495070562514,817.093158261829
2014-03-31,873.5884447948808,889.035201124307,873.5884447948808,887.5341186523438,118241,0.0,0,2014,1182.53,25.8,1208.33,1023.04,997.0,21.67,68.61,38.64,124.98,29.97,95.01,6.83,53.964624475940894,1.1953122541384298,872.2174796801935,,,867.7468378788773,,857.8684823172433,898.8836199655937,816.853344668893
2014-04-01,889.0352357782425,889.0352357782425,871.6031723316103,876.8812255859375,93671,0.0,0,2014,998.18,7.03,1005.21,848.13,833.05,20.94,54.8,33.12,103.02,21.68,81.34,5.85,49.46540188631335,0.8642691160285694,873.1502288613424,,,868.5772367613372,,861.36181640625,899.6492904904019,823.0743423220981
2014-04-02,869.6662648448337,878.4307070283553,869.6662648448337,872.813720703125,87840,0.0,0,2014,998.18,7.03,1005.21,848.13,833.05,20.94,54.8,33.12,103.02,21.68,81.34,5.85,47.82580966188812,0.7436314404342204,873.082927229699,,,868.9623716651361,,863.9593331473214,899.8235534769999,828.095112817643
2014-04-03,871.6515045152428,894.845843114822,871.6030939430084,885.5487670898438,262920,0.0,0,2014,998.18,7.03,1005.21,848.13,833.05,20.94,54.8,33.12,103.02,21.68,81.34,5.85,53.07069026506316,1.1295384942193354,875.5760952017279,2.91601400579475,-872.6600811959331,870.4702257946549,,867.843505859375,899.997263825261,835.689747893489
2014-04-04,886.1299207624577,890.8753396102908,869.8600061703335,871.651611328125,124194,0.0,0,2014,998.18,7.03,1005.21,848.13,833.05,20.94,54.8,33.12,103.02,21.68,81.34,5.85,47.46344881628716,0.7169697074200693,874.7911984270073,2.5705808133600385,-872.2206176136473,870.5776244795157,57.27614700069917,870.3407156808036,897.0399315668468,843.6414997947603
2014-04-07,872.6685117214647,877.7044533889724,857.076521804701,865.4051513671875,115761,0.0,0,2014,998.18,7.03,1005.21,848.13,833.05,20.94,54.8,33.12,103.02,21.68,81.34,5.85,45.15412582914969,0.5470546802476731,872.9139890150434,1.7723548017382882,-871.1416342133051,870.1073996511223,58.24504311820726,871.6654139927456,894.9705820910922,848.360245894399
